"Timestamp","Please.indicate..in.the.box.below..that.you.are.at.least.18.years.old..have.read.and.understand.this.consent.form..and.you.agree.to.participate.in.this.online.research.study.","MFQ1","MFQ2","MFQ3","MFQ4","MFQ5","MFQ6","MFQ7","MFQ8","MFQ9","MFQ10","MFQ11","MFQ12","MFQ13","MFQ14","MFQ15","MFQ16","MFQ17","MFQ18","MFQ19","MFQ20","MFQ21","MFQ22","MFQ23","MFQ24","MFQ25","MFQ26","MFQ27","MFQ28","MFQ29","MFQ30","MFQ31","MFQ32","ICS1","ICS2","ICS3","ICS4","ICS5","ICS6","ICS7","ICS8","ICS9","ICS10","What.is.your.age..in.years..","What.is.your.sex.","Do.you.have.an.active.Twitter.account.","How.often.do.you.use.or.browse.Twitter.using.your.account...approximately.","Approximately.how.many.followers.do.you.have.","If.you.do.have.a.Twitter.account..to.what.degree.do.you.use.Twitter.to.post.or.retweet.about.political..social..or.economic.issues.that.are.important.to.you..Please.skip.this.question.if.you.do.not.have.an.active.Twitter.account.","If.you.do.have.a.Twitter.account..is.your.account.public.or.private..","Twitter.username..the.exact.name.that.comes.after.....on.your.twitter.profile..","Worker.ID","Probably_fake","response_ID","Harm","Fairness","Loyalty","Authority","Purity","ICS_score"
"4/29/19 16:09","I agree to participate.",5,5,5,3,3,0,5,5,4,3,4,5,5,4,4,5,5,5,4,4,4,5,5,4,4,3,3,5,3,4,3,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,65,"Male","Yes","less than once per week","less than 100",2,"Public","","A1X8YRYS8MBDWX","",1117,30,27,25,20,23,-6
"4/29/19 16:09","I agree to participate.",5,5,5,5,3,0,5,5,2,0,5,5,5,4,5,0,5,2,4,5,0,4,5,5,1,0,5,0,5,0,0,0,1,1,-1,-1,-1,1,1,-1,1,-1,25,"Male","Yes","two to three times per week","300 to 400",4,"Private","","A19O7OCARDFGDS","",1118,25,27,16,15,13,0
"4/29/19 16:10","I agree to participate.",5,5,1,2,3,0,5,5,4,0,3,5,5,3,3,3,5,5,0,3,3,5,5,5,1,1,3,4,2,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,"Female","Yes","At least once a day","100 to 200",1,"Private","lindsaybedra","8298177","",1119,29,27,13,13,19,-8
"4/29/19 16:10","I agree to participate.",3,3,0,1,0,0,3,2,0,1,0,3,4,0,1,0,3,1,2,2,0,5,4,3,1,1,0,0,0,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,35,"Male","Yes","less than once per week","less than 100",1,"Private","","A59UJYVC0QQAV","",1120,16,13,4,7,1,-4
"4/29/19 16:10","I agree to participate.",1,0,5,5,0,2,3,3,4,3,0,1,5,4,1,0,0,2,5,5,0,5,3,3,0,5,0,0,0,3,5,2,-1,1,1,1,1,1,1,1,1,-1,41,"Female","Yes","less than once per week","less than 100",2,"Public","Jokergt50","A17SHUZEBPYOO2","",1121,8,13,21,24,2,6
"4/29/19 16:11","I agree to participate.",4,4,1,3,2,0,3,3,3,3,1,4,4,2,3,0,4,3,2,3,2,4,3,3,3,2,2,3,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,27,"Male","Yes","two to three times per week","100 to 200",2,"Public","annanemuss","A2WKEUKBXD5EMV","",1122,21,19,15,18,11,-8
"4/29/19 16:11","I agree to participate.",4,3,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,1,-1,1,1,-1,-1,-1,1,-1,1,1993,"Female","Yes","two to three times per week","300 to 400",6,"Private","","AN3Y4WD4YF971","",1123,22,20,24,21,23,0
"4/29/19 16:11","I agree to participate.",4,4,2,3,4,0,4,2,4,4,3,3,5,3,4,2,4,5,2,2,3,4,4,5,3,3,3,3,2,2,2,5,1,1,-1,-1,-1,1,-1,-1,-1,-1,25,"Female","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A3QAHF4UUBM7ZO","",1124,22,23,16,18,20,-4
"4/29/19 16:11","I agree to participate.",3,3,2,3,2,0,3,4,3,2,1,4,4,2,3,0,3,3,2,4,1,4,4,4,3,3,1,4,4,3,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,"Male","Yes","two to three times per week","less than 100",3,"Public","WatchVlad","A1YZJTC04W0A01","",1126,21,22,15,19,6,-8
"4/29/19 16:12","I agree to participate.",4,5,4,5,4,0,4,5,4,3,4,5,5,4,5,0,4,5,4,4,5,5,5,5,4,2,5,5,1,3,1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,47,"Female","Yes","At least once a day","more than 1000",3,"Public","","A2W3Q8OCO18HEN","",1127,27,26,23,20,18,-6
"4/29/19 16:12","I agree to participate.",2,3,3,2,3,3,3,2,3,3,3,4,2,3,3,2,3,4,4,4,4,4,2,4,4,4,5,4,4,4,4,3,-1,-1,1,-1,1,-1,-1,-1,-1,-1,23,"Female","Yes","two to three times per week","300 to 400",4,"Private","","A29S8EZ67IMIGJ","",1128,18,19,21,20,20,-6
"4/29/19 16:12","I agree to participate.",1,3,2,2,1,1,1,3,3,2,1,1,1,2,2,4,1,3,2,2,1,1,1,2,3,3,2,2,1,1,1,2,1,1,-1,1,1,1,-1,1,-1,-1,24,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A1BVEXQ684HDEP","",1129,7,13,13,12,11,2
"4/29/19 16:13","I agree to participate.",3,2,3,4,3,2,3,2,3,2,4,4,3,2,3,3,3,2,3,3,4,3,2,3,2,3,4,3,3,2,3,2,-1,1,1,-1,-1,1,-1,-1,1,-1,28,"Female","Yes","At least once a day","100 to 200",6,"Private","fathimmaaa","A1XBAS3AXLFB5F","",1130,18,15,15,18,20,-2
"4/29/19 16:13","I agree to participate.",5,4,4,2,4,0,4,4,3,1,4,5,4,1,4,0,4,5,1,2,4,4,3,4,1,1,2,5,2,2,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A25D8MUZP7CQEY","",1131,26,23,12,13,15,-8
"4/29/19 16:14","I agree to participate.",4,4,2,3,4,0,4,3,2,3,4,4,4,1,4,1,4,4,4,2,2,5,4,5,2,4,1,1,1,3,1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,27,"Female","Yes","At least once a day","500 to 600",5,"Private","","ANPTDUX6LOGYY","",1132,21,21,14,17,12,-4
"4/29/19 16:15","I agree to participate.",3,2,4,3,4,3,2,1,2,3,4,3,2,1,2,4,4,3,2,3,2,3,4,5,4,3,4,3,4,5,4,3,-1,1,1,1,-1,1,1,-1,1,1,31,"Male","Yes","four to five times per week","200 to 300",4,"Private","","A3IU7TDSBGXL1A","",1133,19,17,18,18,21,4
"4/29/19 16:15","I agree to participate.",4,4,4,4,3,3,4,3,3,3,1,2,3,3,3,4,4,4,1,4,4,4,1,4,4,4,4,4,4,2,3,4,1,-1,1,1,1,-1,-1,-1,1,1,58,"Female","Yes","two to three times per week","100 to 200",5,"Private","","A1OSRB1Q63XXWZ","",1134,19,22,17,21,20,2
"4/29/19 16:16","I agree to participate.",5,3,1,1,4,0,5,4,4,2,3,5,5,5,4,0,4,5,1,3,4,5,5,0,0,2,4,5,2,0,3,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,23,"Male","Yes","four to five times per day or more","less than 100",1,"Public","","ACON9O9NMFOHE","",1136,29,19,11,15,15,-6
"4/29/19 16:17","I agree to participate.",2,4,3,3,2,2,1,1,2,3,3,3,2,2,1,1,1,4,3,3,2,2,3,3,3,2,2,2,3,3,4,4,-1,1,1,1,-1,1,-1,1,-1,1,34,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","AWKXNVQD12EHT","",1137,12,17,16,16,14,2
"4/29/19 16:18","I agree to participate.",5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,26,"Female","Yes","four to five times per day or more","200 to 300, 800 to 900",7,"Public","leo","A105ZM9O4FKQIS","",1138,29,29,27,28,29,10
"4/29/19 16:18","I agree to participate.",3,3,4,3,3,3,4,3,2,3,4,3,4,4,3,3,4,5,4,4,4,5,4,5,4,4,4,5,4,3,4,4,-1,-1,1,-1,-1,1,-1,-1,-1,-1,23,"Female","Yes","two to three times per week","200 to 300",6,"Private","","AUNVFW0H68C09","",1140,23,24,21,21,22,-6
"4/29/19 16:18","I agree to participate.",5,4,5,5,4,5,4,5,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,-1,-1,1,1,26,"Female","Yes","four to five times per day or more","500 to 600",7,"Public","","A1S4KFC44OZOZW","",1141,28,28,29,28,29,6
"4/29/19 16:20","I agree to participate.",4,4,4,5,5,0,4,5,4,5,3,4,4,4,3,5,4,3,5,5,5,5,4,5,4,5,5,5,0,4,5,5,-1,-1,1,1,1,1,1,1,1,1,31,"Female","Yes","less than once per week","less than 100",1,"Public","","A1KFNSMZBQRK1H","",1142,25,21,25,28,28,6
"4/29/19 16:20","I agree to participate.",4,3,4,3,4,5,4,3,2,3,4,3,4,3,2,3,2,4,3,2,4,3,2,3,2,3,3,5,4,3,4,3,1,-1,1,1,1,-1,1,1,1,1,33,"Male","Yes","At least once a day","600 to 700",5,"Private","","A3Y3K2PH21ZNH","",1143,20,21,17,17,21,6
"4/29/19 16:20","I agree to participate.",5,4,4,3,2,4,5,4,3,4,5,4,4,4,4,3,5,3,4,4,4,5,5,5,5,5,4,4,3,5,5,5,-1,-1,1,-1,-1,1,-1,-1,-1,1,40,"Female","Yes","four to five times per week","200 to 300",6,"Private","kathei","A2NHWPJ304YVH0","",1144,28,23,25,25,23,-4
"4/29/19 16:20","I agree to participate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,2,2,2,2,3,2,2,2,3,2,2,1,1,1,1,1,1,1,-1,-1,1,35,"Male","Yes","less than once per week","less than 100, I do not wish to disclose this information.",1,"Private","","A258MR1IS96JEP","",1145,7,6,6,8,6,6
"4/29/19 16:20","I agree to participate.",5,3,0,3,5,0,5,5,5,0,5,5,3,5,5,5,5,5,3,4,5,5,5,5,5,4,5,5,4,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,31,"Female","Yes","At least once a day","200 to 300",7,"Public","brandycat1969","A304UJAE051J89","",1146,30,25,19,16,26,-8
"4/29/19 16:21","I agree to participate.",4,3,4,3,3,4,5,4,5,3,3,4,3,4,5,4,3,4,5,4,3,4,5,3,4,5,4,3,4,5,4,3,1,1,-1,-1,1,-1,-1,1,1,-1,23,"Female","Yes","two to three times per day","100 to 200",6,"Public","Jared Holt ","A1U3OID9F1TARG","",1147,24,21,27,24,20,0
"4/29/19 16:26","I agree to participate.",4,2,1,3,4,3,2,3,4,4,4,4,1,1,4,4,5,1,3,4,3,2,4,4,4,4,1,0,3,4,4,4,-1,1,1,-1,1,-1,-1,1,-1,-1,34,"Female","Yes","At least once a day","200 to 300",2,"Private","","A20J7F7PKEZZV2","",1148,19,14,17,23,20,-2
"4/29/19 16:26","I agree to participate.",4,5,5,3,2,0,5,3,3,4,4,5,5,3,4,3,4,5,5,4,1,5,5,4,3,0,1,5,0,2,5,3,-1,1,1,1,1,1,-1,1,-1,-1,44,"Male","Yes","less than once per week","less than 100",2,"Public","wrjr74","A2KPT0PEUEXCC4","",1149,28,22,21,20,14,2
"4/29/19 16:26","I agree to participate.",3,2,4,2,3,2,3,2,3,2,2,3,2,3,3,2,4,3,2,3,1,3,3,4,3,4,3,4,3,2,3,4,-1,-1,-1,-1,-1,-1,-1,1,1,-1,31,"Male","Yes","four to five times per day or more","less than 100",5,"Private","","A1EY3YKOC2DVBU","",1150,20,16,17,17,15,-6
"4/29/19 16:27","I agree to participate.",4,5,4,4,3,4,2,3,4,3,2,4,4,4,2,4,4,3,4,3,2,2,3,4,2,4,3,4,3,4,3,3,-1,-1,1,1,-1,-1,1,-1,1,-1,27,"Male","Yes","two to three times per day","700 to 800",5,"Public","","A1GUGCOS9HM63C","",1151,21,22,22,19,17,-2
"4/29/19 16:27","I agree to participate.",4,3,4,3,4,0,4,4,4,4,3,4,4,4,5,5,4,5,2,3,3,5,5,4,3,3,3,5,2,2,2,3,1,-1,-1,-1,-1,1,-1,-1,-1,-1,27,"Female","Yes","less than once per week","less than 100",1,"Private","","A2OR0PX4RNG2NU","",1152,26,22,19,20,21,-6
"4/29/19 16:27","I agree to participate.",4,4,4,3,3,0,5,4,3,3,2,4,4,3,4,3,5,5,4,5,3,5,5,4,4,3,3,5,2,4,4,4,-1,1,1,1,-1,-1,-1,1,-1,-1,31,"Female","Yes","two to three times per week","less than 100",1,"Private","","A2QP9ZGIW4R7C2","",1153,28,23,22,22,18,-2
"4/29/19 16:28","I agree to participate.",5,4,2,4,5,0,3,3,2,3,3,4,5,3,3,5,3,1,5,5,3,5,1,4,3,4,5,0,1,2,0,5,1,1,1,1,1,1,-1,-1,1,1,35,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A1P7BSSBEQCEYT","",1154,16,18,17,19,26,6
"4/29/19 16:29","I agree to participate.",5,3,5,5,1,0,3,3,4,4,5,5,2,3,3,4,3,3,5,5,5,5,5,5,5,3,3,2,2,3,5,4,-1,-1,1,1,1,1,1,-1,1,-1,42,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A2EO0ZC46LJFG5","",1155,23,18,25,25,22,2
"4/29/19 16:29","I agree to participate.",4,5,4,3,4,5,4,3,4,5,3,3,4,5,4,3,4,5,4,5,4,3,4,5,4,4,3,5,4,5,4,5,-1,1,-1,-1,1,1,-1,1,1,1,23,"Female","Yes","two to three times per day","100 to 200",6,"Public","Alfa romeo","AD5KX0FCU11GZ","",1156,24,26,26,25,22,2
"4/29/19 16:30","I agree to participate.",3,2,4,3,2,3,4,3,2,1,4,3,4,2,4,3,4,3,2,4,2,4,4,3,4,2,3,2,4,3,2,3,1,-1,1,-1,1,1,-1,-1,1,1,25,"Male","Yes","two to three times per week","100 to 200",3,"Public","","A1AYYDLZ60894L","",1157,20,19,17,16,17,2
"4/29/19 16:30","I agree to participate.",5,5,0,0,0,0,5,5,3,0,0,5,5,1,0,0,5,5,0,0,0,5,5,5,0,0,0,0,5,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,"Female","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A2RQMEPIHW5BOS","",1158,25,30,5,1,0,-10
"4/29/19 16:31","I agree to participate.",4,3,3,3,5,1,5,3,3,3,5,5,4,3,4,4,4,3,3,4,4,4,5,4,3,4,5,5,3,3,3,4,1,1,1,1,1,-1,-1,1,1,1,29,"Female","No","N/A ( I do not have a Twitter account)","less than 100",NA,"N/A (I do not have a Twitter account)","","A2287HLNN9EZ56","",1159,28,20,18,21,27,6
"4/29/19 16:31","I agree to participate.",4,4,5,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,1,1,1,-1,-1,1,1,1,1,1,31,"Male","Yes","four to five times per day or more","400 to 500",6,"Public","gulab","A2V4BSE9TL8GM5","",1160,25,25,27,22,24,6
"4/29/19 16:31","I agree to participate.",4,5,0,0,1,0,5,5,2,1,0,5,5,0,4,0,5,5,0,1,0,5,2,5,2,4,1,1,3,1,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,37,"Male","Yes","two to three times per day","less than 100",2,"Private","","A2N2GFB33ZMYGF","",1161,22,28,5,10,2,-6
"4/29/19 16:32","I agree to participate.",3,5,1,4,4,0,3,4,1,4,3,4,5,3,5,1,3,5,4,3,3,5,3,5,3,4,2,1,0,0,4,1,1,1,1,1,1,1,1,1,1,-1,40,"Male","Yes","two to three times per day","less than 100",2,"Private","","A1TGV7LT6LTIQU","",1162,17,24,12,24,14,8
"4/29/19 16:33","I agree to participate.",3,4,2,1,0,0,4,4,3,0,2,4,5,1,3,0,3,2,1,2,1,3,3,4,0,0,0,3,0,2,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,"Female","Yes","less than once per week","less than 100",1,"Private","","A3D9NTTKE35SRL","",1163,20,19,9,9,3,-8
"4/29/19 16:34","I agree to participate.",4,2,1,1,0,1,4,3,2,1,0,4,4,1,1,0,5,2,4,4,0,3,4,4,1,2,0,1,3,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Male","Yes","N/A ( I do not have a Twitter account)","less than 100",1,"Public","","A2AWBDW9V1E9KT","",1164,22,18,10,11,4,-10
"4/29/19 16:36","I agree to participate.",4,3,3,4,5,0,3,4,5,5,3,4,5,3,5,5,3,5,5,5,3,5,5,5,3,5,5,5,4,3,5,5,-1,-1,1,-1,1,-1,1,1,-1,1,28,"Male","No","N/A ( I do not have a Twitter account)","less than 100",NA,"N/A (I do not have a Twitter account)","","A1JIJQ94EJFQDP","",1165,24,26,22,29,26,0
"4/29/19 16:36","I agree to participate.",4,4,0,0,0,0,3,4,3,0,2,4,3,1,1,0,4,3,0,0,0,4,1,2,0,0,1,2,5,0,2,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Female","Yes","two to three times per week","100 to 200",6,"Public","humyn_first","AF6SPK6UEL3","",1166,18,21,4,3,3,-6
"4/29/19 16:36","I agree to participate.",4,5,2,3,0,0,5,4,2,0,0,5,5,2,2,0,5,5,3,4,0,5,5,5,2,1,0,3,1,2,3,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,42,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A3QEVFM3UD67BA","",1167,27,25,13,13,0,-6
"4/29/19 16:37","I agree to participate.",3,2,4,5,4,0,4,4,2,3,0,5,5,3,4,5,4,5,5,5,4,5,5,5,5,4,4,1,2,4,5,5,1,1,1,1,1,1,1,-1,1,1,43,"Male","Yes","less than once per week","less than 100",6,"Public","75_iroc87","A2VLTSW6CXIUMR","",1168,22,23,23,26,22,8
"4/29/19 16:38","I agree to participate.",3,4,5,4,3,4,3,2,3,4,4,3,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4,4,3,4,4,5,1,1,1,1,1,1,1,1,1,1,38,"Female","Yes","two to three times per week","500 to 600",6,"Public","NATALIE","A1BN40Y8E6G87I","",1169,21,22,25,24,23,10
"4/29/19 16:39","I agree to participate.",5,4,1,2,5,0,2,4,1,1,5,5,5,1,4,1,5,4,4,5,5,5,5,4,4,5,5,5,1,2,4,3,-1,1,1,1,1,-1,-1,1,1,1,37,"Male","Yes","four to five times per day or more","less than 100",2,"Public","","A39KHMYFO61LKN","",1170,27,22,13,21,24,4
"4/29/19 16:40","I agree to participate.",5,4,0,4,1,0,3,1,2,0,0,5,5,0,5,0,5,5,2,5,1,5,4,4,0,3,1,4,0,2,5,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,35,"Female","No","N/A ( I do not have a Twitter account)","less than 100",NA,"N/A (I do not have a Twitter account)","","A1TLNLB9D87H6","",1171,26,19,6,22,3,-6
"4/29/19 16:42","I agree to participate.",5,5,1,2,2,0,5,5,2,2,1,5,5,2,2,0,5,5,3,3,2,5,5,5,3,0,1,4,0,2,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,29,"Male","Yes","At least once a day","less than 100",2,"Private","","AK467M5VTG7N4","",1172,29,25,13,10,6,-6
"4/29/19 16:43","I agree to participate.",4,4,3,4,3,4,3,3,3,3,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,5,4,4,5,3,4,4,-1,1,-1,-1,1,1,1,1,1,1,24,"Female","Yes","two to three times per week","200 to 300",6,"Private","","A1WRHQQMUV9AZ4","",1173,23,22,19,24,23,4
"4/29/19 16:46","I agree to participate.",4,5,2,4,5,0,4,5,5,4,4,5,5,4,5,2,3,4,3,4,4,5,5,4,2,3,3,0,0,3,5,3,-1,1,1,1,1,-1,-1,1,-1,-1,31,"Male","Yes","less than once per week","less than 100",1,"Private","","AZTHWE54MYUNC","",1174,21,23,19,25,21,0
"4/29/19 16:47","I agree to participate.",3,2,1,1,3,0,2,3,2,1,0,3,4,3,3,0,3,4,2,2,1,5,3,4,4,3,2,5,2,1,2,3,-1,-1,-1,-1,1,-1,-1,1,-1,-1,33,"Male","Yes","less than once per week","less than 100",2,"Private","shawnsadstrum","A3APKUC67F9IMW","",1175,19,19,13,12,9,-6
"4/29/19 16:47","I agree to participate.",4,3,2,2,2,0,2,4,3,3,3,4,3,2,3,1,4,3,2,3,2,2,4,3,2,4,2,4,2,3,1,4,-1,-1,-1,-1,1,-1,1,1,-1,-1,46,"Male","Yes","four to five times per day or more","less than 100",2,"Public","markcatt43","A22QD6M0A2C77C","",1176,22,18,14,16,14,-4
"4/29/19 16:48","I agree to participate.",3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,4,3,4,1,1,1,-1,-1,-1,-1,-1,1,1,24,"Female","Yes","less than once per week","200 to 300",6,"Private","","A2YL1YMFVNAOEQ","",1177,20,22,22,21,24,0
"4/29/19 16:48","I agree to participate.",5,5,2,3,4,0,5,4,3,3,4,5,5,3,4,3,4,5,4,4,5,5,0,4,3,1,4,2,1,4,1,4,-1,-1,-1,-1,-1,-1,1,1,-1,-1,32,"Male","Yes","two to three times per day","less than 100",2,"Public","","A2MAON23E8OMXN","",1178,21,24,19,16,24,-6
"4/29/19 16:50","I agree to participate.",5,4,3,3,2,0,5,5,5,3,2,5,5,5,5,2,5,4,4,4,3,5,5,5,5,2,3,5,1,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,"Female","Yes","two to three times per week","200 to 300",5,"Private","","A2SWQM5X54P1O5","",1179,30,24,25,22,17,-10
"4/29/19 16:53","I agree to participate.",4,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,4,3,4,3,4,4,3,4,4,4,4,3,1,1,-1,1,1,1,1,-1,1,1,24,"Female","Yes","two to three times per week","400 to 500",6,"Private","","A1NJ4JDLM0OZEV","",1180,22,22,21,23,20,6
"4/29/19 16:54","I agree to participate.",4,3,1,1,2,0,4,5,1,1,2,5,5,1,4,3,4,5,3,3,3,5,5,5,5,3,3,5,0,1,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,"Male","Yes","two to three times per day","100 to 200",2,"Public","","AYW62R027PUT1","",1181,27,23,12,12,16,-8
"4/29/19 16:55","I agree to participate.",3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,1,-1,1,1,1,1,1,1,1,1,1993,"Female","Yes","four to five times per week","300 to 400",6,"Private","","AICNHRVZTRRV0","",1182,22,23,22,23,21,8
"4/29/19 16:55","I agree to participate.",5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,0,3,5,5,1,1,-1,1,-1,1,1,1,-1,1,26,"Female","Yes","four to five times per day or more","200 to 300",1,"Private","","A1QRX4YCTC5ADW","",1183,30,25,23,25,30,4
"4/29/19 16:57","I agree to participate.",3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,24,"Female","Yes","two to three times per week","500 to 600",6,"Private","","A3MERNCZWM8XHY","",1184,20,24,23,24,23,10
"4/29/19 16:57","I agree to participate.",2,2,1,1,2,1,2,2,3,1,2,2,2,3,2,0,1,1,4,0,4,5,5,1,1,3,4,1,2,1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,28,"Male","Yes","two to three times per day","less than 100",3,"Private","","A2XFO0X6RCS98M","",1185,13,10,13,8,12,-6
"4/29/19 16:58","I agree to participate.",4,5,4,3,4,3,3,4,3,4,4,4,4,3,3,4,5,4,4,3,4,3,4,4,3,4,3,4,5,4,4,3,-1,1,1,-1,-1,-1,-1,1,1,1,30,"Female","Yes","two to three times per week","800 to 900",6,"Private","","A3EFF9U1HVA0RL","",1186,24,26,21,21,22,0
"4/29/19 16:59","I agree to participate.",5,5,2,2,4,0,5,5,2,4,4,5,5,2,5,0,5,5,3,3,4,5,5,5,3,3,3,4,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","two to three times per week","700 to 800",4,"Private","","AKNYT1NTK2UFK","",1187,29,27,13,18,16,-8
"4/29/19 17:00","I agree to participate.",4,3,4,3,3,4,3,4,3,4,3,3,3,3,2,2,4,2,4,3,3,3,3,3,2,3,2,3,4,2,3,2,-1,-1,1,1,-1,1,-1,-1,1,-1,33,"Male","Yes","four to five times per day or more","less than 100",5,"Public","","A1HNR6OIRFCEHS","",1188,20,19,18,18,15,-2
"4/29/19 17:01","I agree to participate.",5,5,2,3,3,0,5,4,2,2,2,5,5,3,4,1,5,5,3,3,4,5,5,5,3,4,3,1,3,1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A110KENBXU7SUJ","",1189,26,27,14,19,17,-10
"4/29/19 17:01","I agree to participate.",2,3,0,1,0,0,3,4,1,0,0,2,3,1,0,5,4,3,4,4,0,5,2,2,5,0,0,4,3,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,"Male","Yes","two to three times per day","less than 100",3,"Public","MinnesotaHammer","AEF74ZYJTTEIA","",1190,17,18,15,9,10,-10
"4/29/19 17:01","I agree to participate.",4,5,0,1,0,0,5,5,3,0,0,5,4,1,4,0,5,5,0,1,0,5,5,4,3,0,0,5,5,2,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,35,"Male","Yes","less than once per week","less than 100",1,"Public","anthmorales83","A610SH5RY1NG1","",1191,29,28,9,6,0,-6
"4/29/19 17:01","I agree to participate.",4,5,2,5,3,0,4,5,1,4,3,3,5,3,5,0,4,5,4,5,1,5,5,4,3,4,3,1,3,3,5,2,1,-1,1,1,-1,-1,1,-1,-1,-1,46,"Male","Yes","At least once a day","100 to 200",3,"Public","SW_Amateurs","A3VKJDDU7MMUVD","",1192,21,27,16,28,12,-2
"4/29/19 17:01","I agree to participate.",4,5,4,4,4,4,4,5,4,3,5,4,5,4,5,4,4,4,4,5,5,4,4,5,4,4,4,4,2,5,4,5,1,1,-1,-1,-1,-1,1,-1,-1,-1,22,"Female","Yes","four to five times per day or more","500 to 600, 800 to 900",6,"Public","divya","A213ZBLFQNVC3O","",1193,24,26,25,25,27,-4
"4/29/19 17:02","I agree to participate.",5,5,1,1,3,2,5,5,3,2,3,4,5,3,4,1,5,5,1,2,2,5,3,4,1,2,0,3,4,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",4,"N/A (I do not have a Twitter account)","","A24M9OW53CLT94","",1194,25,28,11,13,10,-10
"4/29/19 17:02","I agree to participate.",5,5,0,1,3,0,5,5,3,3,4,5,5,2,5,0,5,5,0,2,5,5,5,5,5,3,5,2,5,5,3,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,22,"Female","Yes","two to three times per week","less than 100",1,"Public","SamanthaU22","AMTTB8JUWRRM7","",1195,27,30,15,17,18,-6
